Temperature dependence of enthalpy
  T       Zn(NO3)2         NH2CH2COOH       C6H8O7           O2               ZnO              CO2              H2O              N2               C                
759       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78592.852814    -89086.454568    -53831.349290    3343.446470      1719.788835      
760       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78580.937814    -89074.646736    -53822.180920    3350.939217      1724.331014      
761       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78569.022814    -89062.835866    -53813.010090    3358.432919      1728.875263      
762       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78557.107814    -89051.021960    -53803.836800    3365.927575      1733.421577      
763       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78545.192814    -89039.205024    -53794.661050    3373.423185      1737.969953      
764       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78533.277814    -89027.385060    -53785.482840    3380.919750      1742.520388      
765       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78521.362814    -89015.562072    -53776.302170    3388.417268      1747.072878      
766       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78509.447814    -89003.736064    -53767.119040    3395.915740      1751.627419      
767       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78497.532814    -88991.907039    -53757.933450    3403.415165      1756.184008      
768       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78485.617814    -88980.075001    -53748.745400    3410.915544      1760.742642      
769       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78473.702814    -88968.239954    -53739.554890    3418.416875      1765.303315      
770       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78461.787814    -88956.401900    -53730.361920    3425.919159      1769.866027      
771       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78449.872814    -88944.560844    -53721.166490    3433.422396      1774.430771      
772       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78437.957814    -88932.716790    -53711.968600    3440.926585      1778.997546      
773       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78426.042814    -88920.869739    -53702.768250    3448.431726      1783.566348      
774       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78414.127814    -88909.019697    -53693.565440    3455.937820      1788.137173      
775       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78402.212814    -88897.166666    -53684.360170    3463.444865      1792.710018      
776       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78390.297814    -88885.310650    -53675.152440    3470.952861      1797.284880      
777       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78378.382814    -88873.451653    -53665.942250    3478.461809      1801.861754      
778       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78366.467814    -88861.589677    -53656.729600    3485.971708      1806.440639      
779       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78354.552814    -88849.724726    -53647.514490    3493.482558      1811.021529      
780       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78342.637814    -88837.856804    -53638.296920    3500.994359      1815.604423      
781       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78330.722814    -88825.985913    -53629.076890    3508.507110      1820.189317      
782       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78318.807814    -88814.112058    -53619.854400    3516.020812      1824.776207      
783       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78306.892814    -88802.235241    -53610.629450    3523.535464      1829.365090      
784       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78294.977814    -88790.355466    -53601.402040    3531.051066      1833.955963      
785       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78283.062814    -88778.472736    -53592.172170    3538.567618      1838.548823      
786       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78271.147814    -88766.587054    -53582.939840    3546.085119      1843.143666      
787       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78259.232814    -88754.698424    -53573.705050    3553.603570      1847.740490      
788       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78247.317814    -88742.806848    -53564.467800    3561.122970      1852.339290      
789       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78235.402814    -88730.912330    -53555.228090    3568.643319      1856.940065      
790       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78223.487814    -88719.014874    -53545.985920    3576.164617      1861.542810      
791       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78211.572814    -88707.114482    -53536.741290    3583.686864      1866.147522      
792       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78199.657814    -88695.211158    -53527.494200    3591.210059      1870.754199      
793       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78187.742814    -88683.304904    -53518.244650    3598.734202      1875.362837      
794       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78175.827814    -88671.395724    -53508.992640    3606.259294      1879.973434      
795       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78163.912814    -88659.483621    -53499.738170    3613.785333      1884.585985      
796       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78151.997814    -88647.568598    -53490.481240    3621.312321      1889.200489      
797       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78140.082814    -88635.650658    -53481.221850    3628.840255      1893.816941      
798       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78128.167814    -88623.729804    -53471.960000    3636.369138      1898.435339      
799       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78116.252814    -88611.806040    -53462.695690    3643.898967      1903.055681      
800       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78104.337814    -88599.879368    -53453.428920    3651.429744      1907.677962      
801       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78092.422814    -88587.949791    -53444.159690    3658.961467      1912.302180      
802       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78080.507814    -88576.017312    -53434.888000    3666.494137      1916.928331      
803       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78068.592814    -88564.081935    -53425.613850    3674.027754      1921.556414      
804       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78056.677814    -88552.143662    -53416.337240    3681.562317      1926.186425      
805       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78044.762814    -88540.202497    -53407.058170    3689.097826      1930.818361      
806       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78032.847814    -88528.258441    -53397.776640    3696.634281      1935.452219      
807       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78020.932814    -88516.311499    -53388.492650    3704.171682      1940.087996      
808       -110182.400000   -122699.120000   -360566.320000   1099.828701      -78009.017814    -88504.361673    -53379.206200    3711.710029      1944.725689      
809       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77997.102814    -88492.408965    -53369.917290    3719.249321      1949.365296      
810       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77985.187814    -88480.453380    -53360.625920    3726.789558      1954.006813      
811       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77973.272814    -88468.494920    -53351.332090    3734.330741      1958.650239      
812       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77961.357814    -88456.533587    -53342.035800    3741.872869      1963.295569      
813       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77949.442814    -88444.569384    -53332.737050    3749.415941      1967.942801      
814       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77937.527814    -88432.602315    -53323.435840    3756.959958      1972.591932      
815       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77925.612814    -88420.632382    -53314.132170    3764.504920      1977.242960      
816       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77913.697814    -88408.659587    -53304.826040    3772.050826      1981.895882      
817       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77901.782814    -88396.683935    -53295.517450    3779.597676      1986.550694      
818       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77889.867814    -88384.705427    -53286.206400    3787.145470      1991.207395      
819       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77877.952814    -88372.724066    -53276.892890    3794.694208      1995.865981      
820       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77866.037814    -88360.739856    -53267.576920    3802.243890      2000.526449      
821       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77854.122814    -88348.752798    -53258.258490    3809.794515      2005.188798      
822       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77842.207814    -88336.762895    -53248.937600    3817.346084      2009.853024      
823       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77830.292814    -88324.770151    -53239.614250    3824.898596      2014.519125      
824       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77818.377814    -88312.774568    -53230.288440    3832.452050      2019.187097      
825       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77806.462814    -88300.776148    -53220.960170    3840.006448      2023.856939      
826       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77794.547814    -88288.774895    -53211.629440    3847.561789      2028.528647      
827       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77782.632814    -88276.770810    -53202.296250    3855.118072      2033.202220      
828       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77770.717814    -88264.763897    -53192.960600    3862.675297      2037.877653      
829       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77758.802814    -88252.754159    -53183.622490    3870.233465      2042.554946      
830       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77746.887814    -88240.741597    -53174.281920    3877.792575      2047.234094      
831       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77734.972814    -88228.726214    -53164.938890    3885.352627      2051.915096      
832       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77723.057814    -88216.708014    -53155.593400    3892.913621      2056.597949      
833       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77711.142814    -88204.686998    -53146.245450    3900.475556      2061.282651      
834       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77699.227814    -88192.663170    -53136.895040    3908.038433      2065.969198      
835       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77687.312814    -88180.636531    -53127.542170    3915.602251      2070.657589      
836       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77675.397814    -88168.607085    -53118.186840    3923.167011      2075.347820      
837       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77663.482814    -88156.574833    -53108.829050    3930.732711      2080.039890      
838       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77651.567814    -88144.539779    -53099.468800    3938.299353      2084.733796      
839       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77639.652814    -88132.501924    -53090.106090    3945.866935      2089.429535      
840       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77627.737814    -88120.461273    -53080.740920    3953.435458      2094.127104      
841       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77615.822814    -88108.417826    -53071.373290    3961.004921      2098.826503      
842       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77603.907814    -88096.371586    -53062.003200    3968.575325      2103.527727      
843       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77591.992814    -88084.322556    -53052.630650    3976.146669      2108.230774      
844       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77580.077814    -88072.270738    -53043.255640    3983.718953      2112.935643      
845       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77568.162814    -88060.216136    -53033.878170    3991.292177      2117.642330      
846       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77556.247814    -88048.158750    -53024.498240    3998.866341      2122.350833      
847       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77544.332814    -88036.098584    -53015.115850    4006.441444      2127.061151      
848       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77532.417814    -88024.035639    -53005.731000    4014.017487      2131.773279      
849       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77520.502814    -88011.969920    -52996.343690    4021.594469      2136.487217      
850       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77508.587814    -87999.901427    -52986.953920    4029.172391      2141.202962      
851       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77496.672814    -87987.830163    -52977.561690    4036.751251      2145.920510      
852       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77484.757814    -87975.756130    -52968.167000    4044.331051      2150.639861      
853       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77472.842814    -87963.679332    -52958.769850    4051.911789      2155.361012      
854       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77460.927814    -87951.599769    -52949.370240    4059.493466      2160.083960      
855       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77449.012814    -87939.517445    -52939.968170    4067.076081      2164.808703      
856       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77437.097814    -87927.432362    -52930.563640    4074.659635      2169.535239      
857       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77425.182814    -87915.344522    -52921.156650    4082.244127      2174.263565      
858       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77413.267814    -87903.253928    -52911.747200    4089.829558      2178.993679      
859       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77401.352814    -87891.160581    -52902.335290    4097.415926      2183.725580      
860       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77389.437814    -87879.064484    -52892.920920    4105.003232      2188.459264      
861       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77377.522814    -87866.965640    -52883.504090    4112.591476      2193.194730      
862       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77365.607814    -87854.864049    -52874.084800    4120.180657      2197.931974      
863       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77353.692814    -87842.759716    -52864.663050    4127.770776      2202.670996      
864       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77341.777814    -87830.652642    -52855.238840    4135.361833      2207.411793      
865       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77329.862814    -87818.542829    -52845.812170    4142.953826      2212.154362      
866       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77317.947814    -87806.430279    -52836.383040    4150.546757      2216.898701      
867       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77306.032814    -87794.314995    -52826.951450    4158.140624      2221.644809      
868       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77294.117814    -87782.196979    -52817.517400    4165.735428      2226.392683      
869       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77282.202814    -87770.076233    -52808.080890    4173.331169      2231.142321      
870       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77270.287814    -87757.952759    -52798.641920    4180.927847      2235.893720      
871       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77258.372814    -87745.826559    -52789.200490    4188.525461      2240.646879      
872       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77246.457814    -87733.697636    -52779.756600    4196.124012      2245.401796      
873       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77234.542814    -87721.565991    -52770.310250    4203.723498      2250.158468      
874       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77222.627814    -87709.431627    -52760.861440    4211.323921      2254.916893      
875       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77210.712814    -87697.294546    -52751.410170    4218.925279      2259.677069      
876       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77198.797814    -87685.154750    -52741.956440    4226.527574      2264.438994      
877       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77186.882814    -87673.012242    -52732.500250    4234.130804      2269.202666      
878       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77174.967814    -87660.867022    -52723.041600    4241.734970      2273.968083      
879       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77163.052814    -87648.719094    -52713.580490    4249.340071      2278.735243      
880       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77151.137814    -87636.568459    -52704.116920    4256.946107      2283.504143      
881       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77139.222814    -87624.415119    -52694.650890    4264.553079      2288.274783      
882       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77127.307814    -87612.259077    -52685.182400    4272.160986      2293.047159      
883       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77115.392814    -87600.100335    -52675.711450    4279.769828      2297.821269      
884       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77103.477814    -87587.938894    -52666.238040    4287.379604      2302.597112      
885       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77091.562814    -87575.774756    -52656.762170    4294.990316      2307.374686      
886       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77079.647814    -87563.607924    -52647.283840    4302.601962      2312.153989      
887       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77067.732814    -87551.438400    -52637.803050    4310.214542      2316.935018      
888       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77055.817814    -87539.266186    -52628.319800    4317.828057      2321.717771      
889       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77043.902814    -87527.091283    -52618.834090    4325.442506      2326.502248      
890       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77031.987814    -87514.913694    -52609.345920    4333.057890      2331.288445      
891       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77020.072814    -87502.733420    -52599.855290    4340.674207      2336.076361      
892       -110182.400000   -122699.120000   -360566.320000   1099.828701      -77008.157814    -87490.550464    -52590.362200    4348.291458      2340.865993      
893       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76996.242814    -87478.364827    -52580.866650    4355.909644      2345.657341      
894       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76984.327814    -87466.176512    -52571.368640    4363.528762      2350.450401      
895       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76972.412814    -87453.985520    -52561.868170    4371.148815      2355.245173      
896       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76960.497814    -87441.791853    -52552.365240    4378.769801      2360.041653      
897       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76948.582814    -87429.595514    -52542.859850    4386.391720      2364.839841      
898       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76936.667814    -87417.396504    -52533.352000    4394.014573      2369.639734      
899       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76924.752814    -87405.194825    -52523.841690    4401.638358      2374.441330      
900       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76912.837814    -87392.990479    -52514.328920    4409.263077      2379.244628      
901       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76900.922814    -87380.783468    -52504.813690    4416.888729      2384.049626      
902       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76889.007814    -87368.573793    -52495.296000    4424.515313      2388.856321      
903       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76877.092814    -87356.361457    -52485.775850    4432.142830      2393.664713      
904       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76865.177814    -87344.146462    -52476.253240    4439.771280      2398.474798      
905       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76853.262814    -87331.928808    -52466.728170    4447.400662      2403.286576      
906       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76841.347814    -87319.708499    -52457.200640    4455.030977      2408.100045      
907       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76829.432814    -87307.485536    -52447.670650    4462.662224      2412.915201      
908       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76817.517814    -87295.259921    -52438.138200    4470.294403      2417.732045      
909       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76805.602814    -87283.031656    -52428.603290    4477.927514      2422.550574      
910       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76793.687814    -87270.800741    -52419.065920    4485.561557      2427.370786      
911       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76781.772814    -87258.567181    -52409.526090    4493.196532      2432.192679      
912       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76769.857814    -87246.330975    -52399.983800    4500.832438      2437.016252      
913       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76757.942814    -87234.092126    -52390.439050    4508.469277      2441.841503      
914       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76746.027814    -87221.850636    -52380.891840    4516.107046      2446.668430      
915       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76734.112814    -87209.606506    -52371.342170    4523.745748      2451.497031      
916       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76722.197814    -87197.359738    -52361.790040    4531.385380      2456.327305      
917       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76710.282814    -87185.110334    -52352.235450    4539.025944      2461.159250      
918       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76698.367814    -87172.858296    -52342.678400    4546.667439      2465.992864      
919       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76686.452814    -87160.603626    -52333.118890    4554.309865      2470.828145      
920       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76674.537814    -87148.346324    -52323.556920    4561.953222      2475.665092      
921       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76662.622814    -87136.086394    -52313.992490    4569.597510      2480.503703      
922       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76650.707814    -87123.823836    -52304.425600    4577.242728      2485.343976      
923       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76638.792814    -87111.558652    -52294.856250    4584.888877      2490.185910      
924       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76626.877814    -87099.290845    -52285.284440    4592.535957      2495.029502      
925       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76614.962814    -87087.020415    -52275.710170    4600.183967      2499.874752      
926       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76603.047814    -87074.747365    -52266.133440    4607.832907      2504.721657      
927       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76591.132814    -87062.471696    -52256.554250    4615.482777      2509.570217      
928       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76579.217814    -87050.193409    -52246.972600    4623.133578      2514.420428      
929       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76567.302814    -87037.912507    -52237.388490    4630.785309      2519.272290      
930       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76555.387814    -87025.628991    -52227.801920    4638.437969      2524.125800      
931       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76543.472814    -87013.342863    -52218.212890    4646.091560      2528.980958      
932       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76531.557814    -87001.054125    -52208.621400    4653.746080      2533.837762      
933       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76519.642814    -86988.762777    -52199.027450    4661.401530      2538.696209      
934       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76507.727814    -86976.468823    -52189.431040    4669.057909      2543.556299      
935       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76495.812814    -86964.172262    -52179.832170    4676.715218      2548.418030      
936       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76483.897814    -86951.873098    -52170.230840    4684.373456      2553.281400      
937       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76471.982814    -86939.571331    -52160.627050    4692.032624      2558.146407      
938       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76460.067814    -86927.266963    -52151.020800    4699.692721      2563.013050      
939       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76448.152814    -86914.959996    -52141.412090    4707.353746      2567.881328      
940       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76436.237814    -86902.650432    -52131.800920    4715.015701      2572.751238      
941       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76424.322814    -86890.338271    -52122.187290    4722.678585      2577.622780      
942       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76412.407814    -86878.023516    -52112.571200    4730.342397      2582.495951      
943       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76400.492814    -86865.706168    -52102.952650    4738.007138      2587.370751      
944       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76388.577814    -86853.386229    -52093.331640    4745.672808      2592.247177      
945       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76376.662814    -86841.063700    -52083.708170    4753.339406      2597.125227      
946       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76364.747814    -86828.738583    -52074.082240    4761.006933      2602.004902      
947       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76352.832814    -86816.410879    -52064.453850    4768.675388      2606.886198      
948       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76340.917814    -86804.080590    -52054.823000    4776.344771      2611.769115      
949       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76329.002814    -86791.747717    -52045.189690    4784.015083      2616.653651      
950       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76317.087814    -86779.412263    -52035.553920    4791.686323      2621.539804      
951       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76305.172814    -86767.074227    -52025.915690    4799.358490      2626.427573      
952       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76293.257814    -86754.733613    -52016.275000    4807.031586      2631.316956      
953       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76281.342814    -86742.390421    -52006.631850    4814.705609      2636.207952      
954       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76269.427814    -86730.044654    -51996.986240    4822.380560      2641.100560      
955       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76257.512814    -86717.696312    -51987.338170    4830.056439      2645.994777      
956       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76245.597814    -86705.345396    -51977.687640    4837.733245      2650.890603      
957       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76233.682814    -86692.991909    -51968.034650    4845.410979      2655.788036      
958       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76221.767814    -86680.635853    -51958.379200    4853.089640      2660.687074      
959       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76209.852814    -86668.277227    -51948.721290    4860.769228      2665.587717      
960       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76197.937814    -86655.916034    -51939.060920    4868.449744      2670.489962      
961       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76186.022814    -86643.552276    -51929.398090    4876.131186      2675.393808      
962       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76174.107814    -86631.185954    -51919.732800    4883.813556      2680.299254      
963       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76162.192814    -86618.817068    -51910.065050    4891.496853      2685.206298      
964       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76150.277814    -86606.445622    -51900.394840    4899.181076      2690.114939      
965       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76138.362814    -86594.071615    -51890.722170    4906.866227      2695.025175      
966       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76126.447814    -86581.695050    -51881.047040    4914.552304      2699.937006      
967       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76114.532814    -86569.315928    -51871.369450    4922.239308      2704.850429      
968       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76102.617814    -86556.934250    -51861.689400    4929.927238      2709.765443      
969       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76090.702814    -86544.550019    -51852.006890    4937.616095      2714.682047      
970       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76078.787814    -86532.163234    -51842.321920    4945.305878      2719.600240      
971       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76066.872814    -86519.773898    -51832.634490    4952.996587      2724.520020      
972       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76054.957814    -86507.382011    -51822.944600    4960.688223      2729.441385      
973       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76043.042814    -86494.987577    -51813.252250    4968.380784      2734.364334      
974       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76031.127814    -86482.590594    -51803.557440    4976.074272      2739.288867      
975       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76019.212814    -86470.191067    -51793.860170    4983.768686      2744.214981      
976       -110182.400000   -122699.120000   -360566.320000   1099.828701      -76007.297814    -86457.788994    -51784.160440    4991.464026      2749.142675      
977       -110182.400000   -122699.120000   -360566.320000   1099.828701      -75995.382814    -86445.384378    -51774.458250    4999.160291      2754.071948      
978       -110182.400000   -122699.120000   -360566.320000   1099.828701      -75983.467814    -86432.977221    -51764.753600    5006.857482      2759.002799      
979       -110182.400000   -122699.120000   -360566.320000   1099.828701      -75971.552814    -86420.567523    -51755.046490    5014.555599      2763.935225      
