Temperature dependence of enthalpy
  T       Zn(NO3)2         NH2CH2COOH       C6H8O7           O2               ZnO              CO2              H2O              N2               C                
2040      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63329.737814    -71951.918976    -40069.860920    13696.232097     8706.394611      
2041      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63317.822814    -71937.113402    -40057.541290    13704.895664     8712.352611      
2042      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63305.907814    -71922.305679    -40045.219200    13713.560135     8718.310611      
2043      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63293.992814    -71907.495808    -40032.894650    13722.225509     8724.268611      
2044      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63282.077814    -71892.683789    -40020.567640    13730.891785     8730.226611      
2045      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63270.162814    -71877.869621    -40008.238170    13739.558964     8736.184611      
2046      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63258.247814    -71863.053306    -39995.906240    13748.227046     8742.142611      
2047      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63246.332814    -71848.234842    -39983.571850    13756.896031     8748.100611      
2048      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63234.417814    -71833.414230    -39971.235000    13765.565919     8754.058611      
2049      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63222.502814    -71818.591471    -39958.895690    13774.236709     8760.016611      
2050      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63210.587814    -71803.766563    -39946.553920    13782.908402     8765.974611      
2051      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63198.672814    -71788.939507    -39934.209690    13791.580998     8771.932611      
2052      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63186.757814    -71774.110304    -39921.863000    13800.254497     8777.890611      
2053      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63174.842814    -71759.278953    -39909.513850    13808.928898     8783.848611      
2054      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63162.927814    -71744.445455    -39897.162240    13817.604203     8789.806611      
2055      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63151.012814    -71729.609809    -39884.808170    13826.280410     8795.764611      
2056      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63139.097814    -71714.772015    -39872.451640    13834.957519     8801.722611      
2057      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63127.182814    -71699.932074    -39860.092650    13843.635532     8807.680611      
2058      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63115.267814    -71685.089986    -39847.731200    13852.314447     8813.638611      
2059      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63103.352814    -71670.245751    -39835.367290    13860.994266     8819.596611      
2060      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63091.437814    -71655.399368    -39823.000920    13869.674986     8825.554611      
2061      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63079.522814    -71640.550838    -39810.632090    13878.356610     8831.512611      
2062      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63067.607814    -71625.700161    -39798.260800    13887.039136     8837.470611      
2063      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63055.692814    -71610.847337    -39785.887050    13895.722565     8843.428611      
2064      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63043.777814    -71595.992366    -39773.510840    13904.406897     8849.386611      
2065      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63031.862814    -71581.135249    -39761.132170    13913.092132     8855.344611      
2066      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63019.947814    -71566.275984    -39748.751040    13921.778269     8861.302611      
2067      -110182.400000   -122699.120000   -360566.320000   1099.828701      -63008.032814    -71551.414573    -39736.367450    13930.465309     8867.260611      
2068      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62996.117814    -71536.551015    -39723.981400    13939.153252     8873.218611      
2069      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62984.202814    -71521.685311    -39711.592890    13947.842097     8879.176611      
2070      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62972.287814    -71506.817460    -39699.201920    13956.531845     8885.134611      
2071      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62960.372814    -71491.947462    -39686.808490    13965.222496     8891.092611      
2072      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62948.457814    -71477.075318    -39674.412600    13973.914049     8897.050611      
2073      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62936.542814    -71462.201028    -39662.014250    13982.606506     8903.008611      
2074      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62924.627814    -71447.324592    -39649.613440    13991.299865     8908.966611      
2075      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62912.712814    -71432.446009    -39637.210170    13999.994126     8914.924611      
2076      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62900.797814    -71417.565281    -39624.804440    14008.689290     8920.882611      
2077      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62888.882814    -71402.682406    -39612.396250    14017.385357     8926.840611      
2078      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62876.967814    -71387.797385    -39599.985600    14026.082327     8932.798611      
2079      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62865.052814    -71372.910219    -39587.572490    14034.780199     8938.756611      
2080      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62853.137814    -71358.020906    -39575.156920    14043.478974     8944.714611      
2081      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62841.222814    -71343.129448    -39562.738890    14052.178652     8950.672611      
2082      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62829.307814    -71328.235448    -39550.318400    14060.879232     8956.630611      
2083      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62817.392814    -71313.341448    -39537.895450    14069.580715     8962.588611      
2084      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62805.477814    -71298.447448    -39525.470040    14078.283101     8968.546611      
2085      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62793.562814    -71283.553448    -39513.042170    14086.986389     8974.504611      
2086      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62781.647814    -71268.659448    -39500.611840    14095.690580     8980.462611      
2087      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62769.732814    -71253.765448    -39488.179050    14104.395674     8986.420611      
2088      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62757.817814    -71238.871448    -39475.743800    14113.101670     8992.378611      
2089      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62745.902814    -71223.977448    -39463.306090    14121.808569     8998.336611      
2090      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62733.987814    -71209.083448    -39450.865920    14130.516370     9004.294611      
2091      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62722.072814    -71194.189448    -39438.423290    14139.225075     9010.252611      
2092      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62710.157814    -71179.295448    -39425.978200    14147.934681     9016.210611      
2093      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62698.242814    -71164.401448    -39413.530650    14156.645191     9022.168611      
2094      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62686.327814    -71149.507448    -39401.080640    14165.356603     9028.126611      
2095      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62674.412814    -71134.613448    -39388.628170    14174.068917     9034.084611      
2096      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62662.497814    -71119.719448    -39376.173240    14182.782134     9040.042611      
2097      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62650.582814    -71104.825448    -39363.715850    14191.496254     9046.000611      
2098      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62638.667814    -71089.931448    -39351.256000    14200.211277     9051.958611      
2099      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62626.752814    -71075.037448    -39338.793690    14208.927202     9057.916611      
2100      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62614.837814    -71060.143448    -39326.328920    14217.644029     9063.874611      
2101      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62602.922814    -71045.249448    -39313.861690    14226.361760     9069.832611      
2102      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62591.007814    -71030.355448    -39301.392000    14235.080392     9075.790611      
2103      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62579.092814    -71015.461448    -39288.919850    14243.799928     9081.748611      
2104      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62567.177814    -71000.567448    -39276.445240    14252.520366     9087.706611      
2105      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62555.262814    -70985.673448    -39263.968170    14261.241706     9093.664611      
2106      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62543.347814    -70970.779448    -39251.488640    14269.963949     9099.622611      
2107      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62531.432814    -70955.885448    -39239.006650    14278.687095     9105.580611      
2108      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62519.517814    -70940.991448    -39226.522200    14287.411143     9111.538611      
2109      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62507.602814    -70926.097448    -39214.035290    14296.136094     9117.496611      
2110      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62495.687814    -70911.203448    -39201.545920    14304.861947     9123.454611      
2111      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62483.772814    -70896.309448    -39189.054090    14313.588703     9129.412611      
2112      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62471.857814    -70881.415448    -39176.559800    14322.316362     9135.370611      
2113      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62459.942814    -70866.521448    -39164.063050    14331.044923     9141.328611      
2114      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62448.027814    -70851.627448    -39151.563840    14339.774386     9147.286611      
2115      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62436.112814    -70836.733448    -39139.062170    14348.504752     9153.244611      
2116      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62424.197814    -70821.839448    -39126.558040    14357.236021     9159.202611      
2117      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62412.282814    -70806.945448    -39114.051450    14365.968192     9165.160611      
2118      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62400.367814    -70792.051448    -39101.542400    14374.701266     9171.118611      
2119      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62388.452814    -70777.157448    -39089.030890    14383.435242     9177.076611      
2120      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62376.537814    -70762.263448    -39076.516920    14392.170121     9183.034611      
2121      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62364.622814    -70747.369448    -39064.000490    14400.905902     9188.992611      
2122      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62352.707814    -70732.475448    -39051.481600    14409.642586     9194.950611      
2123      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62340.792814    -70717.581448    -39038.960250    14418.380172     9200.908611      
2124      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62328.877814    -70702.687448    -39026.436440    14427.118661     9206.866611      
2125      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62316.962814    -70687.793448    -39013.910170    14435.858052     9212.824611      
2126      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62305.047814    -70672.899448    -39001.381440    14444.598346     9218.782611      
2127      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62293.132814    -70658.005448    -38988.850250    14453.339543     9224.740611      
2128      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62281.217814    -70643.111448    -38976.316600    14462.081641     9230.698611      
2129      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62269.302814    -70628.217448    -38963.780490    14470.824643     9236.656611      
2130      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62257.387814    -70613.323448    -38951.241920    14479.568546     9242.614611      
2131      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62245.472814    -70598.429448    -38938.700890    14488.313353     9248.572611      
2132      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62233.557814    -70583.535448    -38926.157400    14497.059061     9254.530611      
2133      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62221.642814    -70568.641448    -38913.611450    14505.805673     9260.488611      
2134      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62209.727814    -70553.747448    -38901.063040    14514.553186     9266.446611      
2135      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62197.812814    -70538.853448    -38888.512170    14523.301603     9272.404611      
2136      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62185.897814    -70523.959448    -38875.958840    14532.050921     9278.362611      
2137      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62173.982814    -70509.065448    -38863.403050    14540.801142     9284.320611      
2138      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62162.067814    -70494.171448    -38850.844800    14549.552266     9290.278611      
2139      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62150.152814    -70479.277448    -38838.284090    14558.304292     9296.236611      
2140      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62138.237814    -70464.383448    -38825.720920    14567.057220     9302.194611      
2141      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62126.322814    -70449.489448    -38813.155290    14575.811051     9308.152611      
2142      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62114.407814    -70434.595448    -38800.587200    14584.565785     9314.110611      
2143      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62102.492814    -70419.701448    -38788.016650    14593.321420     9320.068611      
2144      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62090.577814    -70404.807448    -38775.443640    14602.077959     9326.026611      
2145      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62078.662814    -70389.913448    -38762.868170    14610.835399     9331.984611      
2146      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62066.747814    -70375.019448    -38750.290240    14619.593742     9337.942611      
2147      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62054.832814    -70360.125448    -38737.709850    14628.352988     9343.900611      
2148      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62042.917814    -70345.231448    -38725.127000    14637.113136     9349.858611      
2149      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62031.002814    -70330.337448    -38712.541690    14645.874186     9355.816611      
2150      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62019.087814    -70315.443448    -38699.953920    14654.636139     9361.774611      
2151      -110182.400000   -122699.120000   -360566.320000   1099.828701      -62007.172814    -70300.549448    -38687.363690    14663.398994     9367.732611      
2152      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61995.257814    -70285.655448    -38674.771000    14672.162752     9373.690611      
2153      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61983.342814    -70270.761448    -38662.175850    14680.927412     9379.648611      
2154      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61971.427814    -70255.867448    -38649.578240    14689.692974     9385.606611      
2155      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61959.512814    -70240.973448    -38636.978170    14698.459439     9391.564611      
2156      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61947.597814    -70226.079448    -38624.375640    14707.226806     9397.522611      
2157      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61935.682814    -70211.185448    -38611.770650    14715.995076     9403.480611      
2158      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61923.767814    -70196.291448    -38599.163200    14724.764248     9409.438611      
2159      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61911.852814    -70181.397448    -38586.553290    14733.534322     9415.396611      
2160      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61899.937814    -70166.503448    -38573.940920    14742.305299     9421.354611      
2161      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61888.022814    -70151.609448    -38561.326090    14751.077178     9427.312611      
2162      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61876.107814    -70136.715448    -38548.708800    14759.849960     9433.270611      
2163      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61864.192814    -70121.821448    -38536.089050    14768.623644     9439.228611      
2164      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61852.277814    -70106.927448    -38523.466840    14777.398230     9445.186611      
2165      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61840.362814    -70092.033448    -38510.842170    14786.173719     9451.144611      
2166      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61828.447814    -70077.139448    -38498.215040    14794.950110     9457.102611      
2167      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61816.532814    -70062.245448    -38485.585450    14803.727403     9463.060611      
2168      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61804.617814    -70047.351448    -38472.953400    14812.505599     9469.018611      
2169      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61792.702814    -70032.457448    -38460.318890    14821.284697     9474.976611      
2170      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61780.787814    -70017.563448    -38447.681920    14830.064698     9480.934611      
2171      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61768.872814    -70002.669448    -38435.042490    14838.845600     9486.892611      
2172      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61756.957814    -69987.775448    -38422.400600    14847.627406     9492.850611      
2173      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61745.042814    -69972.881448    -38409.756250    14856.410113     9498.808611      
2174      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61733.127814    -69957.987448    -38397.109440    14865.193723     9504.766611      
2175      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61721.212814    -69943.093448    -38384.460170    14873.978235     9510.724611      
2176      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61709.297814    -69928.199448    -38371.808440    14882.763650     9516.682611      
2177      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61697.382814    -69913.305448    -38359.154250    14891.549966     9522.640611      
2178      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61685.467814    -69898.411448    -38346.497600    14900.337185     9528.598611      
2179      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61673.552814    -69883.517448    -38333.838490    14909.125307     9534.556611      
2180      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61661.637814    -69868.623448    -38321.176920    14917.914331     9540.514611      
2181      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61649.722814    -69853.729448    -38308.512890    14926.704257     9546.472611      
2182      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61637.807814    -69838.835448    -38295.846400    14935.495085     9552.430611      
2183      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61625.892814    -69823.941448    -38283.177450    14944.286816     9558.388611      
2184      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61613.977814    -69809.047448    -38270.506040    14953.079449     9564.346611      
2185      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61602.062814    -69794.153448    -38257.832170    14961.872984     9570.304611      
2186      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61590.147814    -69779.259448    -38245.155840    14970.667422     9576.262611      
2187      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61578.232814    -69764.365448    -38232.477050    14979.462762     9582.220611      
2188      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61566.317814    -69749.471448    -38219.795800    14988.259004     9588.178611      
2189      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61554.402814    -69734.577448    -38207.112090    14997.056149     9594.136611      
2190      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61542.487814    -69719.683448    -38194.425920    15005.854196     9600.094611      
2191      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61530.572814    -69704.789448    -38181.737290    15014.653145     9606.052611      
2192      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61518.657814    -69689.895448    -38169.046200    15023.452996     9612.010611      
2193      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61506.742814    -69675.001448    -38156.352650    15032.253750     9617.968611      
2194      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61494.827814    -69660.107448    -38143.656640    15041.055406     9623.926611      
2195      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61482.912814    -69645.213448    -38130.958170    15049.857964     9629.884611      
2196      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61470.997814    -69630.319448    -38118.257240    15058.661424     9635.842611      
2197      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61459.082814    -69615.425448    -38105.553850    15067.465787     9641.800611      
2198      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61447.167814    -69600.531448    -38092.848000    15076.271052     9647.758611      
2199      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61435.252814    -69585.637448    -38080.139690    15085.077220     9653.716611      
2200      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61423.337814    -69570.743448    -38067.428920    15093.884289     9659.674611      
2201      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61411.422814    -69555.849448    -38054.715690    15102.692261     9665.632611      
2202      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61399.507814    -69540.955448    -38042.000000    15111.501135     9671.590611      
2203      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61387.592814    -69526.061448    -38029.281850    15120.310911     9677.548611      
2204      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61375.677814    -69511.167448    -38016.561240    15129.121590     9683.506611      
2205      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61363.762814    -69496.273448    -38003.838170    15137.933170     9689.464611      
2206      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61351.847814    -69481.379448    -37991.112640    15146.745654     9695.422611      
2207      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61339.932814    -69466.485448    -37978.384650    15155.559039     9701.380611      
2208      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61328.017814    -69451.591448    -37965.654200    15164.373326     9707.338611      
2209      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61316.102814    -69436.697448    -37952.921290    15173.188516     9713.296611      
2210      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61304.187814    -69421.803448    -37940.185920    15182.004608     9719.254611      
2211      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61292.272814    -69406.909448    -37927.448090    15190.821602     9725.212611      
2212      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61280.357814    -69392.015448    -37914.707800    15199.639498     9731.170611      
2213      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61268.442814    -69377.121448    -37901.965050    15208.458297     9737.128611      
2214      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61256.527814    -69362.227448    -37889.219840    15217.277998     9743.086611      
2215      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61244.612814    -69347.333448    -37876.472170    15226.098601     9749.044611      
2216      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61232.697814    -69332.439448    -37863.722040    15234.920106     9755.002611      
2217      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61220.782814    -69317.545448    -37850.969450    15243.742514     9760.960611      
2218      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61208.867814    -69302.651448    -37838.214400    15252.565823     9766.918611      
2219      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61196.952814    -69287.757448    -37825.456890    15261.390035     9772.876611      
2220      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61185.037814    -69272.863448    -37812.696920    15270.215149     9778.834611      
2221      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61173.122814    -69257.969448    -37799.934490    15279.041165     9784.792611      
2222      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61161.207814    -69243.075448    -37787.169600    15287.868084     9790.750611      
2223      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61149.292814    -69228.181448    -37774.402250    15296.695904     9796.708611      
2224      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61137.377814    -69213.287448    -37761.632440    15305.524627     9802.666611      
2225      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61125.462814    -69198.393448    -37748.860170    15314.354252     9808.624611      
2226      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61113.547814    -69183.499448    -37736.085440    15323.184779     9814.582611      
2227      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61101.632814    -69168.605448    -37723.308250    15332.016209     9820.540611      
2228      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61089.717814    -69153.711448    -37710.528600    15340.848540     9826.498611      
2229      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61077.802814    -69138.817448    -37697.746490    15349.681774     9832.456611      
2230      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61065.887814    -69123.923448    -37684.961920    15358.515910     9838.414611      
2231      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61053.972814    -69109.029448    -37672.174890    15367.350948     9844.372611      
2232      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61042.057814    -69094.135448    -37659.385400    15376.186888     9850.330611      
2233      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61030.142814    -69079.241448    -37646.593450    15385.023730     9856.288611      
2234      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61018.227814    -69064.347448    -37633.799040    15393.861475     9862.246611      
2235      -110182.400000   -122699.120000   -360566.320000   1099.828701      -61006.312814    -69049.453448    -37621.002170    15402.700121     9868.204611      
2236      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60994.397814    -69034.559448    -37608.202840    15411.539670     9874.162611      
2237      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60982.482814    -69019.665448    -37595.401050    15420.380121     9880.120611      
2238      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60970.567814    -69004.771448    -37582.596800    15429.221474     9886.078611      
2239      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60958.652814    -68989.877448    -37569.790090    15438.063729     9892.036611      
2240      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60946.737814    -68974.983448    -37556.980920    15446.906886     9897.994611      
2241      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60934.822814    -68960.089448    -37544.169290    15455.750946     9903.952611      
2242      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60922.907814    -68945.195448    -37531.355200    15464.595908     9909.910611      
2243      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60910.992814    -68930.301448    -37518.538650    15473.441771     9915.868611      
2244      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60899.077814    -68915.407448    -37505.719640    15482.288537     9921.826611      
2245      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60887.162814    -68900.513448    -37492.898170    15491.136205     9927.784611      
2246      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60875.247814    -68885.619448    -37480.074240    15499.984775     9933.742611      
2247      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60863.332814    -68870.725448    -37467.247850    15508.834248     9939.700611      
2248      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60851.417814    -68855.831448    -37454.419000    15517.684622     9945.658611      
2249      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60839.502814    -68840.937448    -37441.587690    15526.535898     9951.616611      
2250      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60827.587814    -68826.043448    -37428.753920    15535.388077     9957.574611      
2251      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60815.672814    -68811.149448    -37415.917690    15544.241158     9963.532611      
2252      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60803.757814    -68796.255448    -37403.079000    15553.095140     9969.490611      
2253      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60791.842814    -68781.361448    -37390.237850    15561.950025     9975.448611      
2254      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60779.927814    -68766.467448    -37377.394240    15570.805812     9981.406611      
2255      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60768.012814    -68751.573448    -37364.548170    15579.662501     9987.364611      
2256      -110182.400000   -122699.120000   -360566.320000   1099.828701      -60756.097814    -68736.679448    -37351.699640    15588.520093     9993.322611      
