Entered data
Reagents:
Zn(NO3)2 1.0
NH2CH2COOH 0.6667
C6H8O7 0.277778
O2 -0.249924
Products:
ZnO 1.0
CO2 2.500068
H2O 2.777862
N2 1.33335
C 0.5
Mass of object product, g: 5
Emitting area, m^2: 0.0113
Burning time, s: 8
Ignition temperature, K: 450
The amount of water in crystalline hydrate: 0
Start of calculations
  T, K    Cp(reag)   Cp(prod)    dH(reag)     dH(prod)        Q          Cp*dT       A          delta       delta*n      rad       Result 
  3022    64.8164   102.6599    -292418.2    -232569.7     -59848.5    236471.8   35044.7    -331365.0    -20361.9 102111.6   -122473.5
  3023    64.8164   102.6599    -292418.2    -232467.0     -59951.1    236574.4   35058.4    -331583.9    -20375.3 102246.9   -122622.2
  3024    64.8164   102.6599    -292418.2    -232364.4     -60053.8    236677.1   35072.0    -331802.9    -20388.8 102382.2   -122771.0
  3025    64.8164   102.6599    -292418.2    -232261.7     -60156.5    236779.7   35085.6    -332021.8    -20402.2 102517.7   -122919.9
  3026    64.8164   102.6599    -292418.2    -232159.0     -60259.1    236882.4   35099.2    -332240.8    -20415.7 102653.3   -123069.0
  3027    64.8164   102.6599    -292418.2    -232056.4     -60361.8    236985.1   35112.9    -332459.7    -20429.1 102789.1   -123218.2
  3028    64.8164   102.6599    -292418.2    -231953.7     -60464.4    237087.7   35126.5    -332678.7    -20442.6 102925.0   -123367.6
  3029    64.8164   102.6599    -292418.2    -231851.1     -60567.1    237190.4   35140.1    -332897.6    -20456.0 103061.0   -123517.1
  3030    64.8164   102.6599    -292418.2    -231748.4     -60669.8    237293.0   35153.8    -333116.5    -20469.5 103197.2   -123666.7
  3031    64.8164   102.6599    -292418.2    -231645.8     -60772.4    237395.7   35167.4    -333335.5    -20483.0 103333.5   -123816.5
  3032    64.8164   102.6599    -292418.2    -231543.1     -60875.1    237498.4   35181.0    -333554.4    -20496.4 103469.9   -123966.3
  3033    64.8164   102.6599    -292418.2    -231440.4     -60977.7    237601.0   35194.6    -333773.4    -20509.9 103606.5   -124116.4
  3034    64.8164   102.6599    -292418.2    -231337.8     -61080.4    237703.7   35208.3    -333992.3    -20523.3 103743.2   -124266.5
  3035    64.8164   102.6599    -292418.2    -231235.1     -61183.1    237806.3   35221.9    -334211.3    -20536.8 103880.1   -124416.8
  3036    64.8164   102.6599    -292418.2    -231132.5     -61285.7    237909.0   35235.5    -334430.2    -20550.2 104017.0   -124567.3
  3037    64.8164   102.6599    -292418.2    -231029.8     -61388.4    238011.7   35249.1    -334649.2    -20563.7 104154.1   -124717.8
  3038    64.8164   102.6599    -292418.2    -230927.1     -61491.0    238114.3   35262.8    -334868.1    -20577.1 104291.4   -124868.5
  3039    64.8164   102.6599    -292418.2    -230824.5     -61593.7    238217.0   35276.4    -335087.1    -20590.6 104428.8   -125019.4
  3040    64.8164   102.6599    -292418.2    -230721.8     -61696.4    238319.6   35290.0    -335306.0    -20604.0 104566.3   -125170.3
  3041    64.8164   102.6599    -292418.2    -230619.2     -61799.0    238422.3   35303.6    -335524.9    -20617.5 104703.9   -125321.4
  3042    64.8164   102.6599    -292418.2    -230516.5     -61901.7    238525.0   35317.3    -335743.9    -20630.9 104841.7   -125472.7
  3043    64.8164   102.6599    -292418.2    -230413.8     -62004.3    238627.6   35330.9    -335962.8    -20644.4 104979.7   -125624.1
  3044    64.8164   102.6599    -292418.2    -230311.2     -62107.0    238730.3   35344.5    -336181.8    -20657.9 105117.7   -125775.6
  3045    64.8164   102.6599    -292418.2    -230208.5     -62209.7    238832.9   35358.1    -336400.7    -20671.3 105255.9   -125927.2
  3046    64.8164   102.6599    -292418.2    -230105.9     -62312.3    238935.6   35371.8    -336619.7    -20684.8 105394.3   -126079.0
  3047    64.8164   102.6599    -292418.2    -230003.2     -62415.0    239038.3   35385.4    -336838.6    -20698.2 105532.7   -126231.0
  3048    64.8164   102.6599    -292418.2    -229900.5     -62517.6    239140.9   35399.0    -337057.6    -20711.7 105671.3   -126383.0
  3049    64.8164   102.6599    -292418.2    -229797.9     -62620.3    239243.6   35412.6    -337276.5    -20725.1 105810.1   -126535.2
  3050    64.8164   102.6599    -292418.2    -229695.2     -62723.0    239346.2   35426.3    -337495.5    -20738.6 105949.0   -126687.5
  3051    64.8164   102.6599    -292418.2    -229592.6     -62825.6    239448.9   35439.9    -337714.4    -20752.0 106088.0   -126840.0
  3052    64.8164   102.6599    -292418.2    -229489.9     -62928.3    239551.6   35453.5    -337933.3    -20765.5 106227.1   -126992.6
  3053    64.8164   102.6599    -292418.2    -229387.2     -63030.9    239654.2   35467.1    -338152.3    -20778.9 106366.4   -127145.4
  3054    64.8164   102.6599    -292418.2    -229284.6     -63133.6    239756.9   35480.8    -338371.2    -20792.4 106505.9   -127298.3
  3055    64.8164   102.6599    -292418.2    -229181.9     -63236.3    239859.5   35494.4    -338590.2    -20805.8 106645.4   -127451.3
  3056    64.8164   102.6599    -292418.2    -229079.3     -63338.9    239962.2   35508.0    -338809.1    -20819.3 106785.1   -127604.4
  3057    64.8164   102.6599    -292418.2    -228976.6     -63441.6    240064.9   35521.6    -339028.1    -20832.8 106925.0   -127757.7
  3058    64.8164   102.6599    -292418.2    -228873.9     -63544.2    240167.5   35535.3    -339247.0    -20846.2 107064.9   -127911.2
  3059    64.8164   102.6599    -292418.2    -228771.3     -63646.9    240270.2   35548.9    -339466.0    -20859.7 107205.1   -128064.7
  3060    64.8164   102.6599    -292418.2    -228668.6     -63749.6    240372.8   35562.5    -339684.9    -20873.1 107345.3   -128218.4
  3061    64.8164   102.6599    -292418.2    -228566.0     -63852.2    240475.5   35576.1    -339903.9    -20886.6 107485.7   -128372.3
  3062    64.8164   102.6599    -292418.2    -228463.3     -63954.9    240578.2   35589.8    -340122.8    -20900.0 107626.2   -128526.3
  3063    64.8164   102.6599    -292418.2    -228360.6     -64057.5    240680.8   35603.4    -340341.7    -20913.5 107766.9   -128680.4
  3064    64.8164   102.6599    -292418.2    -228258.0     -64160.2    240783.5   35617.0    -340560.7    -20926.9 107907.7   -128834.6
  3065    64.8164   102.6599    -292418.2    -228155.3     -64262.9    240886.1   35630.6    -340779.6    -20940.4 108048.6   -128989.0
  3066    64.8164   102.6599    -292418.2    -228052.7     -64365.5    240988.8   35644.3    -340998.6    -20953.8 108189.7   -129143.6
  3067    64.8164   102.6599    -292418.2    -227950.0     -64468.2    241091.5   35657.9    -341217.5    -20967.3 108330.9   -129298.2
  3068    64.8164   102.6599    -292418.2    -227847.3     -64570.8    241194.1   35671.5    -341436.5    -20980.7 108472.3   -129453.0
  3069    64.8164   102.6599    -292418.2    -227744.7     -64673.5    241296.8   35685.1    -341655.4    -20994.2 108613.8   -129608.0
  3070    64.8164   102.6599    -292418.2    -227642.0     -64776.2    241399.4   35698.8    -341874.4    -21007.7 108755.4   -129763.1
  3071    64.8164   102.6599    -292418.2    -227539.4     -64878.8    241502.1   35712.4    -342093.3    -21021.1 108897.2   -129918.3
  3072    64.8164   102.6599    -292418.2    -227436.7     -64981.5    241604.8   35726.0    -342312.3    -21034.6 109039.1   -130073.7
  3073    64.8164   102.6599    -292418.2    -227334.0     -65084.1    241707.4   35739.6    -342531.2    -21048.0 109181.1   -130229.2
  3074    64.8164   102.6599    -292418.2    -227231.4     -65186.8    241810.1   35753.3    -342750.1    -21061.5 109323.3   -130384.8
  3075    64.8164   102.6599    -292418.2    -227128.7     -65289.5    241912.7   35766.9    -342969.1    -21074.9 109465.7   -130540.6
  3076    64.8164   102.6599    -292418.2    -227026.1     -65392.1    242015.4   35780.5    -343188.0    -21088.4 109608.1   -130696.5
  3077    64.8164   102.6599    -292418.2    -226923.4     -65494.8    242118.1   35794.1    -343407.0    -21101.8 109750.7   -130852.5
  3078    64.8164   102.6599    -292418.2    -226820.7     -65597.4    242220.7   35807.8    -343625.9    -21115.3 109893.5   -131008.7
  3079    64.8164   102.6599    -292418.2    -226718.1     -65700.1    242323.4   35821.4    -343844.9    -21128.7 110036.3   -131165.1
  3080    64.8164   102.6599    -292418.2    -226615.4     -65802.8    242426.0   35835.0    -344063.8    -21142.2 110179.4   -131321.6
  3081    64.8164   102.6599    -292418.2    -226512.8     -65905.4    242528.7   35848.6    -344282.8    -21155.6 110322.5   -131478.2
  3082    64.8164   102.6599    -292418.2    -226410.1     -66008.1    242631.4   35862.3    -344501.7    -21169.1 110465.8   -131634.9
  3083    64.8164   102.6599    -292418.2    -226307.4     -66110.7    242734.0   35875.9    -344720.6    -21182.6 110609.3   -131791.8
  3084    64.8164   102.6599    -292418.2    -226204.8     -66213.4    242836.7   35889.5    -344939.6    -21196.0 110752.8   -131948.8
  3085    64.8164   102.6599    -292418.2    -226102.1     -66316.1    242939.3   35903.2    -345158.5    -21209.5 110896.6   -132106.0
  3086    64.8164   102.6599    -292418.2    -225999.5     -66418.7    243042.0   35916.8    -345377.5    -21222.9 111040.4   -132263.3
  3087    64.8164   102.6599    -292418.2    -225896.8     -66521.4    243144.7   35930.4    -345596.4    -21236.4 111184.4   -132420.8
  3088    64.8164   102.6599    -292418.2    -225794.1     -66624.0    243247.3   35944.0    -345815.4    -21249.8 111328.5   -132578.4
  3089    64.8164   102.6599    -292418.2    -225691.5     -66726.7    243350.0   35957.7    -346034.3    -21263.3 111472.8   -132736.1
  3090    64.8164   102.6599    -292418.2    -225588.8     -66829.4    243452.6   35971.3    -346253.3    -21276.7 111617.2   -132894.0
  3091    64.8164   102.6599    -292418.2    -225486.2     -66932.0    243555.3   35984.9    -346472.2    -21290.2 111761.8   -133052.0
  3092    64.8164   102.6599    -292418.2    -225383.5     -67034.7    243658.0   35998.5    -346691.2    -21303.6 111906.5   -133210.1
  3093    64.8164   102.6599    -292418.2    -225280.8     -67137.3    243760.6   36012.2    -346910.1    -21317.1 112051.3   -133368.4
  3094    64.8164   102.6599    -292418.2    -225178.2     -67240.0    243863.3   36025.8    -347129.0    -21330.5 112196.3   -133526.9
  3095    64.8164   102.6599    -292418.2    -225075.5     -67342.7    243965.9   36039.4    -347348.0    -21344.0 112341.4   -133685.4
  3096    64.8164   102.6599    -292418.2    -224972.9     -67445.3    244068.6   36053.0    -347566.9    -21357.5 112486.7   -133844.2
  3097    64.8164   102.6599    -292418.2    -224870.2     -67548.0    244171.3   36066.7    -347785.9    -21370.9 112632.1   -134003.0
  3098    64.8164   102.6599    -292418.2    -224767.5     -67650.6    244273.9   36080.3    -348004.8    -21384.4 112777.6   -134162.0
  3099    64.8164   102.6599    -292418.2    -224664.9     -67753.3    244376.6   36093.9    -348223.8    -21397.8 112923.3   -134321.1
  3100    64.8164   102.6599    -292418.2    -224562.2     -67855.9    244479.2   36107.5    -348442.7    -21411.3 113069.2   -134480.4
  3101    64.8164   102.6599    -292418.2    -224459.6     -67958.6    244581.9   36121.2    -348661.7    -21424.7 113215.1   -134639.8
  3102    64.8164   102.6599    -292418.2    -224356.9     -68061.3    244684.6   36134.8    -348880.6    -21438.2 113361.2   -134799.4
  3103    64.8164   102.6599    -292418.2    -224254.2     -68163.9    244787.2   36148.4    -349099.6    -21451.6 113507.5   -134959.1
  3104    64.8164   102.6599    -292418.2    -224151.6     -68266.6    244889.9   36162.0    -349318.5    -21465.1 113653.9   -135119.0
  3105    64.8164   102.6599    -292418.2    -224048.9     -68369.2    244992.5   36175.7    -349537.4    -21478.5 113800.4   -135278.9
  3106    64.8164   102.6599    -292418.2    -223946.3     -68471.9    245095.2   36189.3    -349756.4    -21492.0 113947.1   -135439.1
  3107    64.8164   102.6599    -292418.2    -223843.6     -68574.6    245197.9   36202.9    -349975.3    -21505.4 114093.9   -135599.3
  3108    64.8164   102.6599    -292418.2    -223740.9     -68677.2    245300.5   36216.5    -350194.3    -21518.9 114240.8   -135759.7
  3109    64.8164   102.6599    -292418.2    -223638.3     -68779.9    245403.2   36230.2    -350413.2    -21532.4 114387.9   -135920.3
  3110    64.8164   102.6599    -292418.2    -223535.6     -68882.5    245505.8   36243.8    -350632.2    -21545.8 114535.2   -136081.0
  3111    64.8164   102.6599    -292418.2    -223433.0     -68985.2    245608.5   36257.4    -350851.1    -21559.3 114682.6   -136241.8
  3112    64.8164   102.6599    -292418.2    -223330.3     -69087.9    245711.2   36271.0    -351070.1    -21572.7 114830.1   -136402.8
  3113    64.8164   102.6599    -292418.2    -223227.6     -69190.5    245813.8   36284.7    -351289.0    -21586.2 114977.8   -136563.9
  3114    64.8164   102.6599    -292418.2    -223125.0     -69293.2    245916.5   36298.3    -351508.0    -21599.6 115125.6   -136725.2
  3115    64.8164   102.6599    -292418.2    -223022.3     -69395.8    246019.1   36311.9    -351726.9    -21613.1 115273.5   -136886.6
  3116    64.8164   102.6599    -292418.2    -222919.7     -69498.5    246121.8   36325.5    -351945.8    -21626.5 115421.6   -137048.2
  3117    64.8164   102.6599    -292418.2    -222817.0     -69601.2    246224.5   36339.2    -352164.8    -21640.0 115569.9   -137209.8
  3118    64.8164   102.6599    -292418.2    -222714.3     -69703.8    246327.1   36352.8    -352383.7    -21653.4 115718.2   -137371.7
  3119    64.8164   102.6599    -292418.2    -222611.7     -69806.5    246429.8   36366.4    -352602.7    -21666.9 115866.8   -137533.7
  3120    64.8164   102.6599    -292418.2    -222509.0     -69909.1    246532.4   36380.0    -352821.6    -21680.3 116015.4   -137695.8
  3121    64.8164   102.6599    -292418.2    -222406.4     -70011.8    246635.1   36393.7    -353040.6    -21693.8 116164.2   -137858.0
  3122    64.8164   102.6599    -292418.2    -222303.7     -70114.5    246737.8   36407.3    -353259.5    -21707.3 116313.2   -138020.4
  3123    64.8164   102.6599    -292418.2    -222201.0     -70217.1    246840.4   36420.9    -353478.5    -21720.7 116462.3   -138183.0
  3124    64.8164   102.6599    -292418.2    -222098.4     -70319.8    246943.1   36434.5    -353697.4    -21734.2 116611.5   -138345.7
  3125    64.8164   102.6599    -292418.2    -221995.7     -70422.4    247045.7   36448.2    -353916.3    -21747.6 116760.9   -138508.5
  3126    64.8164   102.6599    -292418.2    -221893.1     -70525.1    247148.4   36461.8    -354135.3    -21761.1 116910.4   -138671.5
  3127    64.8164   102.6599    -292418.2    -221790.4     -70627.8    247251.1   36475.4    -354354.2    -21774.5 117060.1   -138834.6
  3128    64.8164   102.6599    -292418.2    -221687.7     -70730.4    247353.7   36489.0    -354573.2    -21788.0 117209.9   -138997.9
  3129    64.8164   102.6599    -292418.2    -221585.1     -70833.1    247456.4   36502.7    -354792.1    -21801.4 117359.9   -139161.3
  3130    64.8164   102.6599    -292418.2    -221482.4     -70935.7    247559.0   36516.3    -355011.1    -21814.9 117510.0   -139324.9
  3131    64.8164   102.6599    -292418.2    -221379.8     -71038.4    247661.7   36529.9    -355230.0    -21828.3 117660.2   -139488.6
  3132    64.8164   102.6599    -292418.2    -221277.1     -71141.1    247764.4   36543.5    -355449.0    -21841.8 117810.6   -139652.4
  3133    64.8164   102.6599    -292418.2    -221174.4     -71243.7    247867.0   36557.2    -355667.9    -21855.2 117961.1   -139816.4
  3134    64.8164   102.6599    -292418.2    -221071.8     -71346.4    247969.7   36570.8    -355886.9    -21868.7 118111.8   -139980.5
  3135    64.8164   102.6599    -292418.2    -220969.1     -71449.0    248072.3   36584.4    -356105.8    -21882.2 118262.6   -140144.8
  3136    64.8164   102.6599    -292418.2    -220866.5     -71551.7    248175.0   36598.1    -356324.7    -21895.6 118413.6   -140309.2
  3137    64.8164   102.6599    -292418.2    -220763.8     -71654.4    248277.6   36611.7    -356543.7    -21909.1 118564.7   -140473.8
  3138    64.8164   102.6599    -292418.2    -220661.1     -71757.0    248380.3   36625.3    -356762.6    -21922.5 118716.0   -140638.5
  3139    64.8164   102.6599    -292418.2    -220558.5     -71859.7    248483.0   36638.9    -356981.6    -21936.0 118867.4   -140803.3
